ACCESS,AU,PROJ,SID,START,STOP,ACTIVE,NWELLS,ACWELLS
13205, 8, 23, 11141, 2010, 0, 1, 1, 1
13206, 8, 23, 11141, 2010, 0, 1, 1, 1
13207, 8, 23, 11141, 2010, 0, 1, 1, 1
13208, 8, 23, 21775, 2005, 0, 1, 5, 3
13209, 8, 23, 25841, 2010, 0, 1, 3, 3
13210, 8, 23, 25841, 2010, 0, 1, 1, 1
13211, 8, 23, 25841, 2010, 0, 1, 1, 1
13212, 8, 24, 225, 0, 0, 0, 0, 0
13213, 8, 24, 225, 2010, 0, 1, 1, 1
13214, 8, 23, 27499, 2010, 0, 1, 3, 3
13215, 8, 23, 6940, 2010, 0, 1, 1, 1
13216, 8, 23, 5271, 2010, 0, 1, 1, 1
13217, 8, 24, 2741, 2009, 0, 1, 1, 1
13218, 8, 24, 3586, 0, 0, 0, 0, 0
13219, 8, 23, 8605, 2011, 0, 1, 2, 2
13220, 8, 23, 8605, 1993, 0, 1, 3, 3
13221, 8, 23, 6107, 2010, 0, 1, 1, 1
13222, 8, 24, 3586, 2010, 0, 1, 1, 1
13223, 21, 24, 19316, 2009, 2012, 0, 0, 0
13224, 8, 24, 20919, 2010, 2010, 0, 1, 0
13225, 8, 23, 10226, 2010, 0, 1, 1, 1
13226, 12, 50, 4651, 2009, 2009, 0, 1, 0
13227, 12, 50, 4651, 2010, 2010, 0, 1, 0
13228, 8, 23, 12988, 2011, 0, 1, 3, 3
13229, 8, 23, 11313, 2011, 0, 1, 2, 2
13230, 8, 23, 3674, 2010, 0, 1, 2, 2
13231, 8, 50, 11082, 2010, 2010, 0, 1, 0
13232, 8, 50, 6443, 2011, 0, 1, 2, 1
13233, 8, 50, 16401, 2011, 0, 1, 1, 1
13234, 7, 50, 21937, 2010, 0, 1, 1, 1
13235, 7, 50, 23559, 2010, 2010, 0, 1, 0
13236, 7, 50, 26008, 2010, 0, 1, 1, 1
13237, 21, 50, 23474, 2010, 0, 1, 1, 1
13238, 21, 50, 12015, 2011, 2011, 0, 1, 0
13239, 21, 15, 18345, 2010, 0, 1, 3, 3
13240, 21, 15, 28991, 2012, 0, 1, 6, 6
13241, 21, 15, 28991, 2010, 0, 1, 3, 3
13242, 21, 15, 883, 2010, 0, 1, 5, 5
13243, 21, 15, 5931, 2010, 0, 1, 4, 4
13244, 21, 15, 5931, 2011, 2011, 0, 6, 0
13245, 21, 15, 6764, 2011, 0, 1, 7, 7
13246, 21, 15, 5931, 2011, 0, 1, 5, 5
13247, 21, 15, 5092, 2012, 0, 1, 7, 7
13248, 7, 15, 15074, 0, 0, 0, 0, 0
13249, 7, 15, 12595, 2010, 0, 1, 1, 1
13250, 21, 15, 10923, 2010, 0, 1, 5, 5
13251, 21, 15, 11759, 2010, 0, 1, 1, 1
13252, 7, 15, 17502, 2010, 2010, 0, 1, 0
13253, 7, 15, 16692, 0, 0, 0, 0, 0
13254, 7, 15, 15883, 2012, 0, 1, 1, 1
13255, 21, 15, 14252, 2010, 0, 1, 5, 5
13256, 7, 15, 8431, 1968, 0, 1, 8, 7
13257, 21, 15, 17501, 2009, 0, 1, 1, 1
13258, 7, 15, 20744, 2010, 0, 1, 1, 1
13259, 21, 15, 23176, 2011, 0, 1, 5, 5
13260, 21, 15, 22367, 2010, 2010, 0, 7, 0
13261, 7, 15, 18304, 1975, 0, 1, 8, 2
13262, 21, 15, 9227, 2012, 0, 1, 8, 8
13263, 21, 15, 23986, 2011, 0, 1, 7, 7
13264, 21, 15, 18304, 2005, 0, 1, 1, 1
13265, 21, 15, 5892, 2012, 0, 1, 2, 2
13266, 21, 15, 1680, 2010, 2010, 0, 1, 0
13267, 8, 18, 16809, 2010, 2010, 0, 1, 0
13268, 8, 18, 24102, 2010, 0, 1, 1, 1
13269, 8, 18, 17618, 2010, 0, 1, 1, 1
13270, 8, 18, 20861, 2010, 0, 1, 1, 1
13271, 8, 18, 123, 2010, 0, 1, 1, 1
13272, 1, 18, 2640, 2010, 0, 1, 2, 2
13273, 8, 18, 27400, 2010, 0, 1, 1, 1
13274, 8, 18, 26573, 2011, 0, 1, 4, 1
13275, 8, 18, 25742, 2009, 0, 1, 1, 1
13276, 8, 18, 25742, 2010, 0, 1, 1, 1
13277, 21, 19, 25294, 2012, 2011, 0, 1, 0
13278, 21, 19, 30287, 2006, 0, 1, 3, 3
13279, 21, 19, 11338, 2009, 2012, 0, 0, 0
13280, 1, 19, 16299, 2011, 2011, 0, 9, 0
13281, 1, 19, 21163, 2010, 0, 1, 1, 1
13282, 1, 19, 21971, 1977, 0, 1, 10, 6
13283, 21, 50, 3791, 2010, 0, 1, 1, 1
13284, 21, 50, 13816, 2011, 0, 1, 1, 1
13285, 21, 50, 12974, 2011, 0, 1, 1, 1
13286, 7, 50, 15453, 2010, 0, 1, 1, 1
13287, 21, 50, 14637, 2010, 0, 1, 1, 1
13288, 21, 50, 14637, 2011, 0, 1, 1, 1
13289, 21, 1, 7895, 1982, 0, 1, 4, 4
13290, 7, 5, 24278, 2010, 0, 1, 1, 1
13291, 7, 5, 20232, 2010, 0, 1, 2, 1
13292, 7, 5, 24278, 2010, 0, 1, 1, 1
13293, 7, 5, 9521, 2010, 0, 1, 0, 0
13294, 7, 5, 300, 2010, 0, 1, 2, 2
13295, 7, 5, 300, 2010, 0, 1, 1, 1
13296, 7, 5, 300, 2010, 0, 1, 0, 0
13297, 7, 5, 300, 2010, 0, 1, 1, 1
13298, 7, 5, 300, 2010, 0, 1, 1, 1
13299, 7, 5, 20232, 2010, 0, 1, 2, 2
13300, 7, 5, 9521, 2010, 2012, 0, 1, 0
13301, 7, 5, 9521, 2010, 0, 1, 0, 0
13302, 7, 5, 9521, 2010, 0, 1, 1, 1
13303, 7, 5, 300, 2010, 0, 1, 1, 1
13304, 7, 5, 300, 2010, 0, 1, 1, 1
13305, 7, 5, 300, 2010, 0, 1, 0, 0
13306, 7, 5, 300, 2010, 0, 1, 0, 0
13307, 7, 5, 300, 2010, 0, 1, 1, 1
13308, 7, 5, 300, 2010, 0, 1, 1, 1
13309, 7, 5, 300, 2010, 0, 1, 0, 0
13310, 7, 5, 1974, 2010, 0, 1, 1, 1
13311, 7, 5, 1974, 2010, 0, 1, 0, 0
13312, 7, 5, 1974, 2010, 0, 1, 1, 1
13313, 7, 5, 1974, 2010, 0, 1, 0, 0
13314, 7, 5, 1974, 1960, 0, 1, 1, 1
13315, 7, 5, 1974, 2010, 0, 1, 1, 1
13316, 7, 5, 1974, 2010, 0, 1, 0, 0
13317, 7, 5, 1974, 1967, 0, 1, 1, 0
13318, 7, 5, 2816, 2010, 0, 1, 1, 0
13319, 7, 5, 2816, 2010, 2012, 0, 1, 0
13320, 7, 5, 300, 2010, 0, 1, 1, 1
13321, 7, 5, 300, 2010, 0, 1, 0, 0
13322, 7, 5, 300, 2010, 0, 1, 1, 1
13323, 7, 5, 1136, 2010, 0, 1, 1, 1
13324, 7, 5, 1974, 2010, 0, 1, 0, 0
13325, 7, 5, 1974, 2010, 0, 1, 1, 1
13326, 7, 5, 1974, 2010, 0, 1, 0, 0
13327, 7, 5, 1974, 2010, 0, 1, 1, 1
13328, 7, 5, 1974, 2010, 0, 1, 0, 0
13329, 7, 5, 2816, 2010, 0, 1, 1, 1
13330, 7, 5, 1974, 1959, 0, 1, 1, 1
13331, 7, 5, 1974, 1967, 0, 1, 2, 1
13332, 7, 5, 1974, 2010, 0, 1, 0, 0
13333, 7, 5, 1974, 2010, 0, 1, 1, 1
13334, 7, 5, 1974, 2010, 0, 1, 1, 0
13335, 7, 5, 1974, 2010, 0, 1, 1, 1
13336, 7, 5, 4504, 2010, 0, 1, 1, 1
13337, 7, 5, 1974, 2010, 2013, 0, 1, 0
13338, 7, 5, 1974, 2010, 2012, 0, 0, 0
13339, 1, 19, 11295, 2010, 0, 1, 5, 5
13340, 1, 19, 26831, 2002, 0, 1, 1, 1
13341, 1, 19, 22743, 2010, 0, 1, 1, 1
13342, 1, 19, 26000, 2012, 0, 1, 8, 8
13343, 1, 19, 25163, 2009, 0, 1, 4, 4
13344, 1, 19, 23551, 2012, 0, 1, 8, 8
13345, 1, 19, 18680, 2006, 0, 1, 4, 4
13346, 1, 19, 20314, 2011, 0, 1, 5, 5
13347, 1, 19, 25999, 2010, 0, 1, 7, 6
13348, 1, 19, 3746, 2010, 2010, 0, 4, 0
13349, 1, 19, 2056, 2010, 0, 1, 4, 4
13350, 1, 19, 3745, 2010, 0, 1, 4, 4
13351, 1, 19, 11253, 2002, 2002, 0, 1, 0
13352, 1, 19, 12929, 2010, 0, 1, 3, 3
13353, 1, 19, 17835, 2010, 0, 1, 3, 3
13354, 1, 19, 21887, 2010, 0, 1, 3, 3
13355, 1, 19, 20272, 2011, 0, 1, 4, 4
13356, 1, 19, 4543, 2010, 0, 1, 4, 4
13357, 1, 19, 7054, 2010, 0, 1, 8, 8
13358, 21, 19, 7892, 1961, 1961, 0, 1, 0
13359, 1, 19, 8719, 2010, 0, 1, 3, 3
13360, 1, 19, 10381, 2010, 0, 1, 9, 8
13361, 1, 19, 296, 2010, 0, 1, 6, 5
13362, 1, 19, 21033, 2010, 2010, 0, 4, 0
13363, 1, 19, 25911, 2005, 0, 1, 4, 4
13364, 1, 19, 2812, 2010, 0, 1, 4, 4
13365, 1, 19, 28402, 2010, 0, 1, 3, 2
13366, 1, 19, 5340, 2010, 0, 1, 6, 6
13367, 1, 19, 5340, 2010, 0, 1, 8, 7
13368, 1, 19, 12843, 2005, 0, 1, 12, 12
13369, 1, 19, 3657, 2010, 0, 1, 7, 6
13370, 1, 19, 16130, 2011, 0, 1, 10, 10
13371, 11, 19, 2768, 2011, 2011, 0, 0, 0
13372, 9, 25, 6640, 2002, 0, 1, 7, 7
13373, 9, 12, 26300, 2006, 0, 1, 1, 1
13374, 1, 19, 14371, 1977, 0, 1, 1, 1
13375, 1, 19, 19256, 1976, 2014, 0, 1, 0
13376, 21, 19, 19256, 1999, 0, 1, 1, 1
13377, 1, 19, 16806, 1976, 1994, 0, 1, 0
13378, 1, 19, 20858, 2001, 0, 1, 1, 1
13379, 1, 19, 17615, 1981, 2008, 0, 1, 0
13380, 1, 19, 24099, 2005, 0, 1, 1, 1
13381, 21, 19, 24099, 0, 0, 0, 0, 0
13382, 1, 19, 20858, 2004, 0, 1, 1, 1
13383, 1, 19, 24906, 2005, 0, 1, 1, 1
13384, 1, 19, 26570, 1975, 1991, 0, 1, 0
13385, 1, 19, 26570, 2005, 0, 1, 1, 1
13386, 1, 19, 120, 2003, 0, 1, 1, 1
13387, 21, 19, 120, 0, 0, 0, 0, 0
13388, 1, 19, 27397, 2001, 0, 1, 1, 1
13389, 1, 19, 24906, 1981, 2001, 0, 1, 0
13390, 1, 19, 29065, 1984, 0, 1, 1, 1
13391, 1, 19, 29065, 2003, 0, 1, 1, 1
13392, 1, 19, 6838, 2005, 0, 1, 1, 1
13393, 1, 19, 6005, 2006, 0, 1, 1, 1
13394, 1, 19, 28230, 1974, 0, 1, 1, 1
13395, 1, 19, 28230, 2002, 0, 1, 1, 1
13396, 1, 19, 27397, 1974, 2014, 0, 1, 0
13397, 1, 19, 27397, 2002, 0, 1, 1, 1
13398, 1, 19, 25739, 1984, 2005, 0, 1, 0
13399, 1, 19, 7676, 2003, 0, 1, 1, 1
13400, 1, 18, 16767, 1994, 2002, 0, 1, 0
13401, 1, 18, 21632, 2000, 0, 1, 1, 1
13402, 21, 18, 24867, 2000, 2002, 0, 1, 0
13403, 1, 50, 11794, 2001, 2009, 0, 1, 0
13404, 16, 50, 24265, 1965, 1965, 0, 1, 0
13405, 16, 50, 6210, 1975, 1975, 0, 1, 0
13406, 16, 50, 10373, 1992, 1994, 0, 1, 0
13407, 16, 50, 17783, 1971, 1971, 0, 1, 0
13408, 11, 18, 6839, 2003, 0, 1, 2, 1
13409, 21, 18, 6839, 2006, 0, 1, 1, 1
13410, 21, 18, 6006, 2006, 0, 1, 1, 1
13411, 1, 18, 10166, 1991, 2012, 0, 1, 0
13412, 1, 18, 8505, 1989, 1992, 0, 1, 0
13413, 21, 50, 9262, 1993, 2002, 0, 1, 0
13414, 21, 50, 18339, 1961, 1969, 0, 1, 0
13415, 21, 50, 28985, 1960, 1969, 0, 1, 0
13416, 21, 50, 18339, 1960, 1972, 0, 1, 0
13417, 21, 50, 877, 1961, 1969, 0, 1, 0
13418, 21, 50, 9262, 1960, 1969, 0, 1, 0
13419, 21, 50, 877, 1961, 1969, 0, 1, 0
13420, 16, 50, 19467, 1957, 1957, 0, 1, 0
13421, 16, 50, 20265, 1981, 1981, 0, 1, 0
13422, 16, 50, 26777, 1975, 1975, 0, 1, 0
13423, 1, 19, 7051, 1980, 2010, 0, 1, 0
13424, 1, 19, 6215, 2004, 0, 1, 1, 1
13425, 1, 19, 5379, 2004, 2007, 0, 1, 0
13426, 21, 19, 10378, 0, 0, 0, 0, 0
13427, 1, 19, 11206, 1975, 0, 1, 1, 1
13428, 1, 19, 8716, 2001, 0, 1, 1, 1
13429, 1, 19, 10378, 2001, 0, 1, 1, 1
13430, 1, 19, 10378, 1976, 0, 1, 1, 1
13431, 1, 19, 10378, 2002, 0, 1, 1, 1
13432, 1, 19, 8716, 2001, 0, 1, 1, 1
13433, 1, 19, 17787, 1979, 0, 1, 1, 1
13434, 1, 19, 17787, 2006, 0, 1, 2, 1
13435, 1, 19, 17787, 2002, 0, 1, 1, 1
13436, 1, 19, 16975, 2003, 0, 1, 1, 1
13437, 1, 19, 16169, 2004, 2005, 0, 1, 0
13438, 21, 19, 21030, 1977, 0, 1, 2, 1
13439, 21, 19, 21840, 0, 0, 0, 0, 0
13440, 1, 19, 25908, 1977, 1987, 0, 1, 0
13441, 21, 19, 12046, 1977, 1977, 0, 1, 0
13442, 16, 50, 2848, 1962, 1962, 0, 1, 0
13443, 16, 50, 2848, 1960, 1960, 0, 1, 0
13444, 16, 50, 2848, 1966, 1966, 0, 1, 0
13445, 16, 50, 2848, 1981, 2012, 0, 1, 0
13446, 16, 50, 2848, 1981, 1982, 0, 1, 0
13447, 16, 50, 2848, 1980, 2010, 0, 1, 0
13448, 16, 50, 1167, 0, 0, 0, 0, 0
13449, 16, 50, 3693, 1981, 2010, 0, 3, 0
13450, 16, 50, 3693, 1982, 2006, 0, 1, 0
13451, 16, 50, 24310, 1973, 1973, 0, 1, 0
13452, 16, 50, 12878, 1981, 1981, 0, 1, 0
13453, 1, 18, 24908, 1992, 0, 1, 1, 1
13454, 1, 18, 29067, 1990, 0, 1, 1, 1
13455, 1, 18, 6007, 1990, 0, 1, 1, 1
13456, 1, 18, 21673, 1992, 0, 1, 1, 1
13457, 21, 50, 9262, 1993, 2002, 0, 1, 0
13458, 21, 50, 19972, 1964, 1964, 0, 1, 0
13459, 21, 50, 37, 1993, 2002, 0, 1, 0
13460, 1, 50, 28149, 1990, 1995, 0, 1, 0
13461, 21, 50, 27316, 1972, 1972, 0, 1, 0
13462, 21, 50, 5924, 1967, 2002, 0, 1, 0
13463, 11, 50, 6757, 1967, 2013, 0, 1, 0
13464, 21, 50, 23502, 1981, 2010, 0, 2, 0
13465, 21, 50, 23502, 1949, 2010, 0, 3, 0
13466, 21, 50, 23502, 2006, 0, 1, 1, 1
13467, 21, 50, 9553, 1923, 0, 1, 3, 1
13468, 21, 50, 9553, 1949, 2010, 0, 2, 0
13469, 21, 50, 333, 1926, 1931, 0, 0, 0
13470, 21, 50, 9553, 1948, 1948, 0, 1, 0
13471, 21, 50, 23502, 1949, 1949, 0, 1, 0
13472, 21, 50, 23502, 1948, 1948, 0, 1, 0
13473, 21, 50, 1168, 1974, 1977, 0, 1, 0
13474, 29, 21, 26738, 2005, 0, 1, 2, 1
13475, 1, 18, 17616, 2005, 0, 1, 1, 1
13476, 11, 18, 20859, 1999, 0, 1, 2, 2
13477, 1, 18, 19257, 2001, 0, 1, 1, 1
13478, 21, 18, 20054, 0, 0, 0, 0, 0
13479, 1, 18, 20054, 1994, 0, 1, 1, 1
13480, 1, 18, 24100, 2009, 0, 1, 1, 1
13481, 1, 18, 20054, 2007, 0, 1, 1, 1
13482, 1, 18, 20859, 2004, 0, 1, 1, 1
13483, 1, 18, 25740, 1997, 0, 1, 1, 1
13484, 21, 18, 20859, 2005, 0, 1, 1, 1
13485, 1, 18, 25740, 1999, 0, 1, 1, 1
13486, 1, 18, 25740, 2005, 0, 1, 1, 1
13487, 11, 18, 3484, 2007, 0, 1, 1, 1
13488, 1, 18, 28231, 2000, 0, 1, 1, 1
13489, 11, 18, 28231, 2006, 0, 1, 1, 1
13490, 1, 18, 28231, 2004, 0, 1, 2, 2
13491, 1, 18, 6006, 2005, 0, 1, 1, 1
13492, 1, 18, 25740, 2005, 0, 1, 1, 1
13493, 21, 18, 29026, 1961, 1961, 0, 1, 0
13494, 1, 18, 9304, 1976, 2003, 0, 1, 0
13495, 21, 18, 919, 1963, 1963, 0, 1, 0
13496, 21, 18, 29026, 1996, 1996, 0, 1, 0
13497, 1, 18, 4287, 1980, 0, 1, 1, 1
13498, 1, 18, 12630, 1978, 2013, 0, 1, 0
13499, 1, 18, 5966, 2007, 2007, 0, 1, 0
13500, 21, 18, 12630, 0, 0, 0, 0, 0
13501, 1, 18, 15109, 1982, 2001, 0, 1, 0
13502, 8, 21, 17829, 2003, 2010, 0, 1, 0
13503, 8, 21, 10420, 2004, 2010, 0, 1, 0
13504, 7, 21, 17829, 2001, 2010, 0, 1, 0
13505, 7, 21, 21029, 2005, 2010, 0, 1, 0
13506, 7, 21, 21029, 2005, 2010, 0, 1, 0
13507, 7, 21, 21839, 2005, 2010, 0, 1, 0
13508, 7, 21, 18589, 0, 0, 0, 0, 0
13509, 7, 21, 25907, 2001, 2010, 0, 1, 0
13510, 21, 21, 7050, 1977, 1977, 0, 1, 0
13511, 1, 19, 18464, 2008, 0, 1, 1, 1
13512, 21, 19, 18464, 2002, 2010, 0, 0, 0
13513, 1, 19, 9387, 2006, 0, 1, 2, 2
13514, 1, 19, 9387, 2004, 0, 1, 1, 1
13515, 1, 18, 24948, 2002, 0, 1, 1, 1
13516, 21, 18, 24948, 0, 0, 0, 0, 0
13517, 1, 18, 29107, 2006, 0, 1, 2, 1
13518, 1, 19, 1002, 2005, 0, 1, 4, 4
13519, 21, 19, 1002, 1982, 1982, 0, 1, 0
13520, 1, 19, 1840, 2006, 0, 1, 3, 3
13521, 1, 19, 1840, 2004, 0, 1, 1, 1
13522, 1, 19, 2680, 2005, 0, 1, 4, 4
13523, 1, 19, 4370, 2005, 0, 1, 1, 1
13524, 1, 19, 5211, 2006, 0, 1, 3, 3
13525, 11, 18, 6047, 2006, 0, 1, 3, 1
13526, 21, 18, 6047, 2007, 0, 1, 1, 1
13527, 21, 18, 6047, 2008, 0, 1, 1, 1
13528, 21, 19, 12713, 1976, 1989, 0, 1, 0
13529, 1, 18, 11038, 0, 0, 0, 0, 0
13530, 1, 50, 26530, 2003, 0, 1, 1, 1
13531, 1, 50, 27357, 2002, 0, 1, 1, 1
13532, 1, 50, 7636, 1995, 2010, 0, 1, 0
13533, 21, 50, 336, 1981, 1988, 0, 1, 0
13534, 1, 19, 1967, 2004, 2012, 0, 1, 0
13535, 1, 19, 293, 2008, 0, 1, 6, 4
13536, 1, 19, 1967, 2008, 0, 1, 9, 3
13537, 11, 19, 2809, 1972, 2003, 0, 1, 0
13538, 1, 19, 5337, 2007, 0, 1, 1, 1
13539, 21, 19, 5337, 1997, 0, 1, 3, 2
13540, 1, 19, 4497, 1996, 0, 1, 7, 7
13541, 1, 19, 4497, 2004, 0, 1, 1, 1
13542, 1, 19, 2809, 1998, 2012, 0, 1, 0
13543, 21, 19, 2809, 0, 0, 0, 0, 0
13544, 1, 19, 3654, 2000, 2010, 0, 1, 0
13545, 1, 19, 13679, 1981, 1991, 0, 1, 0
13546, 1, 19, 12840, 2007, 0, 1, 1, 1
13547, 1, 19, 12840, 2008, 0, 1, 8, 8
13548, 1, 19, 12840, 2004, 0, 1, 1, 1
13549, 1, 19, 12840, 2006, 0, 1, 1, 1
13550, 21, 19, 15318, 1998, 0, 1, 1, 1
13551, 1, 19, 16127, 2007, 0, 1, 1, 1
13552, 1, 19, 16127, 2005, 0, 1, 1, 1
13553, 21, 19, 15318, 1998, 0, 1, 1, 1
13554, 1, 19, 6088, 2008, 0, 1, 1, 1
13555, 1, 19, 1044, 1983, 0, 1, 1, 1
13556, 1, 19, 1882, 2004, 0, 1, 1, 1
13557, 1, 19, 1882, 1974, 0, 1, 1, 1
13558, 1, 19, 4412, 1993, 0, 1, 1, 1
13559, 1, 19, 4412, 1975, 2006, 0, 1, 0
13560, 1, 19, 4412, 1977, 0, 1, 1, 1
13561, 1, 19, 5252, 1993, 0, 1, 1, 1
13562, 1, 19, 5252, 2005, 0, 1, 1, 1
13563, 1, 19, 5252, 2003, 0, 1, 1, 1
13564, 11, 19, 5252, 1983, 0, 1, 1, 1
13565, 1, 19, 5252, 1975, 0, 1, 1, 1
13566, 1, 19, 5252, 1995, 0, 1, 1, 1
13567, 1, 19, 11919, 1970, 0, 1, 1, 1
13568, 1, 19, 6088, 1979, 0, 1, 1, 1
13569, 1, 19, 12755, 1979, 2002, 0, 1, 0
13570, 21, 19, 11919, 1998, 0, 1, 1, 1
13571, 1, 19, 16042, 1980, 2003, 0, 1, 0
13572, 1, 19, 24142, 2007, 0, 1, 1, 1
13573, 1, 19, 29148, 1980, 2009, 0, 1, 0
13574, 1, 19, 5252, 1957, 0, 1, 1, 1
13575, 1, 19, 4412, 2002, 0, 1, 1, 1
13576, 1, 18, 5169, 1977, 2010, 0, 1, 0
13577, 1, 19, 12671, 2004, 0, 1, 1, 1
13578, 1, 19, 14328, 2005, 0, 1, 4, 4
13579, 1, 19, 14328, 1982, 0, 1, 1, 1
13580, 1, 19, 24058, 2007, 0, 1, 1, 1
13581, 21, 50, 17830, 1981, 1981, 0, 1, 0
13582, 21, 19, 29232, 2007, 0, 1, 1, 1
13583, 21, 19, 29232, 2008, 0, 1, 1, 1
13584, 1, 19, 28399, 1980, 2012, 0, 1, 0
13585, 21, 19, 6172, 2006, 2008, 0, 1, 0
13586, 21, 19, 6172, 1975, 1975, 0, 1, 0
13587, 1, 18, 4371, 1977, 2010, 0, 1, 0
13588, 21, 18, 5212, 1999, 1999, 0, 1, 0
13589, 1, 19, 19215, 1981, 0, 1, 1, 1
13590, 1, 19, 17574, 2004, 0, 1, 1, 1
13591, 1, 19, 17574, 2004, 0, 1, 1, 1
13592, 1, 19, 6005, 2008, 0, 1, 1, 1
13593, 1, 19, 6005, 2007, 0, 1, 1, 1
13594, 1, 19, 10165, 1981, 2006, 0, 1, 0
13595, 1, 19, 8504, 2003, 0, 1, 1, 1
13596, 1, 19, 17574, 2005, 0, 1, 1, 1
13597, 21, 19, 10165, 2006, 0, 1, 1, 1
13598, 1, 19, 10997, 2006, 0, 1, 1, 1
13599, 1, 19, 17574, 1981, 0, 1, 1, 1
13600, 1, 19, 16765, 2003, 0, 1, 1, 1
13601, 1, 19, 17574, 1996, 2011, 0, 1, 0
13602, 1, 19, 20817, 1980, 2014, 0, 1, 0
13603, 21, 19, 19215, 1998, 1998, 0, 1, 0
13604, 21, 19, 17574, 1985, 0, 1, 2, 1
13605, 1, 19, 19215, 2006, 0, 1, 1, 1
13606, 1, 19, 20012, 2005, 0, 1, 1, 1
13607, 1, 19, 20012, 1981, 0, 1, 1, 1
13608, 1, 19, 20012, 1985, 0, 1, 1, 1
13609, 1, 19, 20817, 1997, 0, 1, 1, 1
13610, 1, 19, 20817, 2002, 0, 1, 1, 1
13611, 1, 19, 21630, 2004, 0, 1, 1, 1
13612, 1, 19, 21630, 2002, 0, 1, 1, 1
13613, 1, 50, 26529, 1994, 0, 1, 1, 1
13614, 21, 50, 16212, 1976, 1976, 0, 1, 0
13615, 11, 50, 21074, 2005, 2010, 0, 1, 0
13616, 21, 19, 18633, 0, 0, 0, 0, 0
13617, 1, 19, 29275, 2004, 2007, 0, 1, 0
13618, 21, 19, 1171, 1980, 1980, 0, 1, 0
13619, 1, 19, 6215, 1980, 2010, 0, 1, 0
13620, 1, 19, 28443, 1979, 0, 1, 1, 1
13621, 21, 19, 5380, 1996, 1996, 0, 1, 0
13622, 1, 19, 3698, 2003, 0, 1, 1, 1
13623, 1, 19, 7889, 2003, 0, 1, 1, 1
13624, 1, 19, 7889, 2003, 0, 1, 1, 1
13625, 1, 19, 8716, 2002, 0, 1, 1, 1
13626, 1, 19, 8716, 2005, 0, 1, 1, 1
13627, 11, 19, 13723, 2002, 0, 1, 1, 1
13628, 1, 19, 12883, 2004, 2012, 0, 1, 0
13629, 1, 19, 12883, 2008, 0, 1, 2, 1
13630, 1, 19, 12047, 2002, 0, 1, 1, 1
13631, 1, 19, 12047, 2003, 0, 1, 1, 1
13632, 1, 19, 12047, 2002, 0, 1, 1, 1
13633, 1, 19, 16170, 2004, 0, 1, 1, 1
13634, 1, 19, 16170, 2003, 0, 1, 1, 1
13635, 1, 19, 12883, 2003, 0, 1, 1, 1
13636, 1, 19, 12883, 2003, 0, 1, 1, 1
13637, 21, 19, 12883, 0, 0, 0, 0, 0
13638, 1, 19, 14544, 2003, 0, 1, 1, 1
13639, 1, 19, 13723, 2003, 0, 1, 1, 1
13640, 1, 19, 13723, 2002, 0, 1, 1, 1
13641, 1, 19, 14544, 2003, 0, 1, 1, 1
13642, 21, 19, 19427, 1980, 0, 1, 1, 1
13643, 1, 19, 8716, 2001, 0, 1, 1, 1
13644, 1, 19, 19427, 2001, 2010, 0, 1, 0
13645, 1, 19, 14544, 2002, 2009, 0, 1, 0
13646, 1, 19, 15361, 1959, 0, 1, 2, 1
13647, 21, 19, 15361, 0, 0, 0, 0, 0
13648, 1, 19, 15361, 2003, 0, 1, 1, 1
13649, 1, 19, 15361, 2001, 0, 1, 1, 1
13650, 1, 19, 23463, 2000, 0, 1, 1, 1
13651, 1, 19, 22654, 2002, 0, 1, 1, 1
13652, 21, 19, 22654, 2004, 0, 1, 1, 1
13653, 1, 19, 23463, 2003, 0, 1, 1, 1
13654, 1, 19, 23463, 2004, 0, 1, 1, 1
13655, 1, 19, 23463, 2008, 0, 1, 4, 4
13656, 1, 19, 23463, 2005, 0, 1, 1, 1
13657, 21, 19, 23463, 0, 0, 0, 0, 0
13658, 1, 19, 20225, 2004, 2008, 0, 1, 0
13659, 1, 19, 293, 2007, 0, 1, 1, 1
13660, 1, 19, 293, 2007, 0, 1, 1, 1
13661, 1, 19, 293, 2004, 0, 1, 1, 1
13662, 1, 19, 18591, 2008, 0, 1, 8, 8
13663, 1, 19, 24271, 2002, 2011, 0, 1, 0
13664, 1, 18, 26612, 2000, 0, 1, 1, 1
13665, 1, 18, 25781, 1999, 0, 1, 1, 1
13666, 1, 18, 164, 1982, 0, 1, 1, 1
13667, 21, 18, 6047, 2008, 0, 1, 1, 1
13668, 21, 18, 6047, 2008, 0, 1, 1, 1
13669, 21, 18, 6047, 2008, 2011, 0, 1, 0
13670, 21, 18, 6880, 1980, 1980, 0, 1, 0
13671, 1, 18, 7718, 1999, 0, 1, 1, 1
13672, 21, 18, 6047, 2008, 0, 1, 1, 1
13673, 1, 18, 11038, 2006, 0, 1, 1, 1
13674, 1, 18, 2681, 1980, 0, 1, 1, 1
13675, 21, 18, 27439, 1999, 2000, 0, 1, 0
13676, 21, 18, 7718, 1984, 1984, 0, 1, 0
13677, 1, 19, 14371, 2006, 0, 1, 1, 1
13678, 1, 19, 15191, 2004, 0, 1, 1, 1
13679, 1, 19, 23293, 2005, 2006, 0, 1, 0
13680, 1, 19, 24099, 2006, 2012, 0, 1, 0
13681, 21, 19, 22484, 1970, 1970, 0, 1, 0
13682, 1, 18, 24907, 2002, 0, 1, 1, 1
